country,year,pop,continent,lifeExp,gdpPercap
Chad,TEMPO#10,7562011,Grupo03,51.573,1004.961353
Chad,TEMPO#11,8835739,Grupo03,50.525,1156.18186
Chad,TEMPO#12,10238807,Grupo03,50.651,1704.063724
Chile,TEMPO#1,6377619,Grupo04,54.745,3939.978789
Chile,TEMPO#2,7048426,Grupo04,56.074,4315.622723
Chile,TEMPO#3,7961258,Grupo04,57.924,4519.094331
Chile,TEMPO#4,8858908,Grupo04,60.523,5106.654313
Chile,TEMPO#5,9717524,Grupo04,63.441,5494.024437
Chile,TEMPO#6,10599793,Grupo04,67.052,4756.763836
Chile,TEMPO#7,11487112,Grupo04,70.565,5095.665738
Chile,TEMPO#8,12463354,Grupo04,72.492,5547.063754
Chile,TEMPO#9,13572994,Grupo04,74.126,7596.125964
Chile,TEMPO#10,14599929,Grupo04,75.816,10118.05318
Chile,TEMPO#11,15497046,Grupo04,77.86,10778.78385
Chile,TEMPO#12,16284741,Grupo04,78.553,13171.63885
China,TEMPO#1,556263528.0,Grupo01,44,400.4486107
China,TEMPO#2,637408000,Grupo01,50.54896,575.9870009
China,TEMPO#3,665770000,Grupo01,44.50136,487.6740183
China,TEMPO#4,754550000,Grupo01,58.38112,612.7056934
China,TEMPO#5,862030000,Grupo01,63.11888,676.9000921
China,TEMPO#6,943455000,Grupo01,63.96736,741.2374699
China,TEMPO#7,1000281000,Grupo01,65.525,962.4213805
China,TEMPO#8,1084035000,Grupo01,67.274,1378.904018
China,TEMPO#9,1164970000,Grupo01,68.69,1655.784158
China,TEMPO#10,1230075000,Grupo01,70.426,2289.234136
China,TEMPO#11,1280400000,Grupo01,72.028,3119.280896
China,TEMPO#12,1318683096,Grupo01,72.961,4959.114854
Colombia,TEMPO#1,12350771,Grupo04,50.643,2144.115096
Colombia,TEMPO#2,14485993,Grupo04,55.118,2323.805581
Colombia,TEMPO#3,17009885,Grupo04,57.863,2492.351109
Colombia,TEMPO#4,19764027,Grupo04,59.963,2678.729839
Colombia,TEMPO#5,22542890,Grupo04,61.623,3264.660041
Colombia,TEMPO#6,25094412,Grupo04,63.837,3815.80787
Colombia,TEMPO#7,27764644,Grupo04,66.653,4397.575659
Colombia,TEMPO#8,30964245,Grupo04,67.768,4903.2191
Colombia,TEMPO#9,34202721,Grupo04,68.421,5444.648617
Colombia,TEMPO#10,37657830,Grupo04,70.313,6117.361746
Colombia,TEMPO#11,41008227,Grupo04,71.682,5755.259962
Colombia,TEMPO#12,44227550,Grupo04,72.889,7006.580419
Comoros,TEMPO#1,153936,Grupo03,40.715,1102.990936
Comoros,TEMPO#2,170928,Grupo03,42.46,1211.148548
Comoros,TEMPO#3,191689,Grupo03,44.467,1406.648278
Comoros,TEMPO#4,217378,Grupo03,46.472,1876.029643
Comoros,TEMPO#5,250027,Grupo03,48.944,1937.577675
Comoros,TEMPO#6,304739,Grupo03,50.939,1172.603047
Comoros,TEMPO#7,348643,Grupo03,52.933,1267.100083
Comoros,TEMPO#8,395114,Grupo03,54.926,1315.980812
Comoros,TEMPO#9,454429,Grupo03,57.939,1246.90737
Comoros,TEMPO#10,527982,Grupo03,60.66,1173.618235
Comoros,TEMPO#11,614382,Grupo03,62.974,1075.811558
Comoros,TEMPO#12,710960,Grupo03,65.152,986.1478792
Costa Rica,TEMPO#1,926317,Grupo04,57.206,2627.009471
Costa Rica,TEMPO#2,1112300,Grupo04,60.026,2990.010802
Costa Rica,TEMPO#3,1345187,Grupo04,62.842,3460.937025
Costa Rica,TEMPO#4,1588717,Grupo04,65.424,4161.727834
Costa Rica,TEMPO#5,1834796,Grupo04,67.849,5118.146939
Costa Rica,TEMPO#6,2108457,Grupo04,70.75,5926.876967
Costa Rica,TEMPO#7,2424367,Grupo04,73.45,5262.734751
Costa Rica,TEMPO#8,2799811,Grupo04,74.752,5629.915318
Costa Rica,TEMPO#9,3173216,Grupo04,75.713,6160.416317
Costa Rica,TEMPO#10,3518107,Grupo04,77.26,6677.045314
Costa Rica,TEMPO#11,3834934,Grupo04,78.123,7723.447195
Costa Rica,TEMPO#12,4133884,Grupo04,78.782,9645.06142
Cote d'Ivoire,TEMPO#1,2977019,Grupo03,40.477,1388.594732
Cote d'Ivoire,TEMPO#2,3300000,Grupo03,42.469,1500.895925
Cote d'Ivoire,TEMPO#3,3832408,Grupo03,44.93,1728.869428
Cote d'Ivoire,TEMPO#4,4744870,Grupo03,47.35,2052.050473
Cote d'Ivoire,TEMPO#5,6071696,Grupo03,49.801,2378.201111
Cote d'Ivoire,TEMPO#6,7459574,Grupo03,52.374,2517.736547
Cote d'Ivoire,TEMPO#7,9025951,Grupo03,53.983,2602.710169
Cote d'Ivoire,TEMPO#8,10761098,Grupo03,54.655,2156.956069
Cote d'Ivoire,TEMPO#9,12772596,Grupo03,52.044,1648.073791
Cote d'Ivoire,TEMPO#10,14625967,Grupo03,47.991,1786.265407
Cote d'Ivoire,TEMPO#11,16252726,Grupo03,46.832,1648.800823
Cote d'Ivoire,TEMPO#12,18013409,Grupo03,48.328,1544.750112
Croatia,TEMPO#1,3882229,Grupo02,61.21,3119.23652
Croatia,TEMPO#2,3991242,Grupo02,64.77,4338.231617
Croatia,TEMPO#3,4076557,Grupo02,67.13,5477.890018
Croatia,TEMPO#4,4174366,Grupo02,68.5,6960.297861
Croatia,TEMPO#5,4225310,Grupo02,69.61,9164.090127
Croatia,TEMPO#6,4318673,Grupo02,70.64,11305.38517
Croatia,TEMPO#7,4413368,Grupo02,70.46,13221.82184
Croatia,TEMPO#8,4484310,Grupo02,71.52,13822.58394
Croatia,TEMPO#9,4494013,Grupo02,72.527,8447.794873
Croatia,TEMPO#10,4444595,Grupo02,73.68,9875.604515
Croatia,TEMPO#11,4481020,Grupo02,74.876,11628.38895
Croatia,TEMPO#12,4493312,Grupo02,75.748,14619.22272
Cuba,TEMPO#1,6007797,Grupo04,59.421,5586.53878
Cuba,TEMPO#2,6640752,Grupo04,62.325,6092.174359
Cuba,TEMPO#3,7254373,Grupo04,65.246,5180.75591
Cuba,TEMPO#4,8139332,Grupo04,68.29,5690.268015
Cuba,TEMPO#5,8831348,Grupo04,70.723,5305.445256
Cuba,TEMPO#6,9537988,Grupo04,72.649,6380.494966
Cuba,TEMPO#7,9789224,Grupo04,73.717,7316.918107
Cuba,TEMPO#8,10239839,Grupo04,74.174,7532.924763
Cuba,TEMPO#9,10723260,Grupo04,74.414,5592.843963
Cuba,TEMPO#10,10983007,Grupo04,76.151,5431.990415
Cuba,TEMPO#11,11226999,Grupo04,77.158,6340.646683
Cuba,TEMPO#12,11416987,Grupo04,78.273,8948.102923
Czech Republic,TEMPO#1,9125183,Grupo02,66.87,6876.14025
Czech Republic,TEMPO#2,9513758,Grupo02,69.03,8256.343918
Czech Republic,TEMPO#3,9620282,Grupo02,69.9,10136.86713
Czech Republic,TEMPO#4,9835109,Grupo02,70.38,11399.44489
Czech Republic,TEMPO#5,9862158,Grupo02,70.29,13108.4536
Czech Republic,TEMPO#6,10161915,Grupo02,70.71,14800.16062
Czech Republic,TEMPO#7,10303704,Grupo02,70.96,15377.22855
Czech Republic,TEMPO#8,10311597,Grupo02,71.58,16310.4434
Czech Republic,TEMPO#9,10315702,Grupo02,72.4,14297.02122
Czech Republic,TEMPO#10,10300707,Grupo02,74.01,16048.51424
Czech Republic,TEMPO#11,10256295,Grupo02,75.51,17596.21022
Czech Republic,TEMPO#12,10228744,Grupo02,76.486,22833.30851
Denmark,TEMPO#1,4334000,Grupo02,70.78,9692.385245
Denmark,TEMPO#2,4487831,Grupo02,71.81,11099.65935
Denmark,TEMPO#3,4646899,Grupo02,72.35,13583.31351
Denmark,TEMPO#4,4838800,Grupo02,72.96,15937.21123
Denmark,TEMPO#5,4991596,Grupo02,73.47,18866.20721
Denmark,TEMPO#6,5088419,Grupo02,74.69,20422.9015
Denmark,TEMPO#7,5117810,Grupo02,74.63,21688.04048
Denmark,TEMPO#8,5127024,Grupo02,74.8,25116.17581
Denmark,TEMPO#9,5171393,Grupo02,75.33,26406.73985
Denmark,TEMPO#10,5283663,Grupo02,76.11,29804.34567
Denmark,TEMPO#11,5374693,Grupo02,77.18,32166.50006
Denmark,TEMPO#12,5468120,Grupo02,78.332,35278.41874
Djibouti,TEMPO#1,63149,Grupo03,34.812,2669.529475
Djibouti,TEMPO#2,71851,Grupo03,37.328,2864.969076
Djibouti,TEMPO#3,89898,Grupo03,39.693,3020.989263
Djibouti,TEMPO#4,127617,Grupo03,42.074,3020.050513
Djibouti,TEMPO#5,178848,Grupo03,44.366,3694.212352
Djibouti,TEMPO#6,228694,Grupo03,46.519,3081.761022
Djibouti,TEMPO#7,305991,Grupo03,48.812,2879.468067
Djibouti,TEMPO#8,311025,Grupo03,50.04,2880.102568
Djibouti,TEMPO#9,384156,Grupo03,51.604,2377.156192
Djibouti,TEMPO#10,417908,Grupo03,53.157,1895.016984
Djibouti,TEMPO#11,447416,Grupo03,53.373,1908.260867
Djibouti,TEMPO#12,496374,Grupo03,54.791,2082.481567
Dominican Republic,TEMPO#1,2491346,Grupo04,45.928,1397.717137
Dominican Republic,TEMPO#2,2923186,Grupo04,49.828,1544.402995
Dominican Republic,TEMPO#3,3453434,Grupo04,53.459,1662.137359
Dominican Republic,TEMPO#4,4049146,Grupo04,56.751,1653.723003
Dominican Republic,TEMPO#5,4671329,Grupo04,59.631,2189.874499
Dominican Republic,TEMPO#6,5302800,Grupo04,61.788,2681.9889
Dominican Republic,TEMPO#7,5968349,Grupo04,63.727,2861.092386
Dominican Republic,TEMPO#8,6655297,Grupo04,66.046,2899.842175
Dominican Republic,TEMPO#9,7351181,Grupo04,68.457,3044.214214
Dominican Republic,TEMPO#10,7992357,Grupo04,69.957,3614.101285
Dominican Republic,TEMPO#11,8650322,Grupo04,70.847,4563.808154
Dominican Republic,TEMPO#12,93TEMPO 32,Grupo04,72.235,6025.374752
Ecuador,TEMPO#1,3548753,Grupo04,48.357,3522.110717
Ecuador,TEMPO#2,4058385,Grupo04,51.356,3780.546651
Ecuador,TEMPO#3,4681707,Grupo04,54.64,4086.114078
Ecuador,TEMPO#4,5432424,Grupo04,56.678,4579.074215
Ecuador,TEMPO#5,6298651,Grupo04,58.796,5280.99471
Ecuador,TEMPO#6,7278866,Grupo04,61.31,6679.62326
